Time (EET),Open,High,Low,Close,Volume 
2025.01.03 10:40:00,21034.991,21041.579,21025.136,21031.147,0.15111
2025.01.03 10:50:00,21032.857,21050.169,21031.19,21047.969,0.12303
2025.01.03 11:00:00,21045.49,21079.38,21039.411,21076.458,0.144
2025.01.03 11:10:00,21076.513,21091.157,21070.647,21078.19,0.12744
2025.01.03 11:20:00,21078.891,21098.646,21075.091,21085.969,0.11727
2025.01.03 11:30:00,21085.813,21087.914,21072.401,21082.846,0.1053
2025.01.03 11:40:00,21082.48,21093.847,21080.091,21083.491,0.09216
2025.01.03 11:50:00,21083.124,21089.924,21078.792,21082.436,0.08631
2025.01.03 12:00:00,21082.449,21082.924,21063.902,21072.102,0.10998
2025.01.03 12:10:00,21072.302,21076.324,21068.002,21072.602,0.07659
2025.01.03 12:20:00,21072.59,21072.59,21052.468,21064.835,0.09738
2025.01.03 12:30:00,21064.636,21067.557,21056.113,21064.08,0.09846
2025.01.03 12:40:00,21063.89,21067.169,21056.301,21058.911,0.07371
2025.01.03 12:50:00,21059.069,21059.079,21038.402,21049.358,0.1008
2025.01.03 13:00:00,21049.458,21052.825,21031.602,21031.924,0.09909
2025.01.03 13:10:00,21031.536,21048.625,21030.301,21044.581,0.09225
2025.01.03 13:20:00,21044.99,21062.801,21043.811,21057.469,0.08379
2025.01.03 13:30:00,21057.369,21060.992,21049.101,21057.636,0.07857
2025.01.03 13:40:00,21057.701,21061.847,21052.911,21055.39,0.06876
2025.01.03 13:50:00,21054.991,21061.168,21045.69,21058.369,0.06174
2025.01.03 14:00:00,21058.047,21058.047,21032.581,21038.958,0.12753
2025.01.03 14:10:00,21038.801,21048.869,21019.901,21020.381,0.10107
2025.01.03 14:20:00,21021.035,21046.98,21020.38,21045.992,0.09702
2025.01.03 14:30:00,21045.579,21048.958,21032.313,21042.711,0.09252
2025.01.03 14:40:00,21043.047,21047.125,21032.657,21040.892,0.09036
2025.01.03 14:50:00,21040.635,21055.658,21039.046,21053.436,0.08379
2025.01.03 15:00:00,21053.125,21078.868,21049.124,21075.614,0.12528
2025.01.03 15:10:00,21075.492,21076.99,21056.591,21058.711,0.12123
